id,aquarium_id,sensor_id,value,created_at,updated_at
318,1,1,26.55,"2022-07-09 12:23:35.941982","2022-07-23 22:11:49.971477"
319,1,1,26.43,"2022-06-29 00:26:50.334000","2022-07-23 22:11:49.989197"
320,1,1,27.25,"2022-06-26 22:58:06.458630","2022-07-23 22:11:50.002635"
321,1,1,27.54,"2022-07-13 19:05:26.871154","2022-07-23 22:11:50.010942"
322,1,1,26.19,"2022-07-07 14:10:59.719624","2022-07-23 22:11:50.019786"
323,1,1,26.34,"2022-07-02 06:03:43.050520","2022-07-23 22:11:50.028996"
324,1,1,26.8,"2022-07-06 09:26:01.231515","2022-07-23 22:11:50.036757"
325,1,1,27.74,"2022-06-27 23:39:36.071222","2022-07-23 22:11:50.046523"
326,1,1,27.34,"2022-06-30 04:27:54.682682","2022-07-23 22:11:50.057904"
327,1,1,27.29,"2022-07-08 18:15:00.399174","2022-07-23 22:11:50.070335"
328,1,1,26.11,"2022-07-17 05:44:45.581236","2022-07-23 22:11:50.081349"
329,1,1,27.44,"2022-07-01 08:29:14.389530","2022-07-23 22:11:50.088179"
330,1,1,27.06,"2022-07-12 10:22:58.669293","2022-07-23 22:11:50.096286"
331,1,1,26.39,"2022-06-28 21:56:18.120118","2022-07-23 22:11:50.106388"
332,1,1,25.33,"2022-07-19 08:54:39.173041","2022-07-23 22:11:50.113393"
333,1,1,25.77,"2022-07-22 07:28:56.646007","2022-07-23 22:11:50.126538"
334,1,1,25.01,"2022-07-23 14:13:59.792542","2022-07-23 22:11:50.136432"
335,1,1,26.57,"2022-07-01 07:46:24.890941","2022-07-23 22:11:50.146406"
336,1,1,27.26,"2022-06-26 01:24:40.694066","2022-07-23 22:11:50.156161"
337,1,1,26.11,"2022-07-08 10:03:33.894215","2022-07-23 22:11:50.163514"
338,1,1,25.53,"2022-07-21 14:03:24.667458","2022-07-23 22:11:50.173566"
339,1,1,25.29,"2022-07-01 08:23:58.909372","2022-07-23 22:11:50.197026"
340,1,1,27.53,"2022-07-23 11:55:12.698235","2022-07-23 22:11:50.207963"
341,1,1,27.98,"2022-07-19 14:55:00.143942","2022-07-23 22:11:50.218441"
342,1,1,25.58,"2022-07-02 15:46:10.795381","2022-07-23 22:11:50.228483"
343,1,1,27.5,"2022-06-29 11:56:31.400529","2022-07-23 22:11:50.238104"
344,1,1,26.59,"2022-07-10 08:25:13.702469","2022-07-23 22:11:50.253460"
345,1,1,26.78,"2022-07-16 22:27:24.565850","2022-07-23 22:11:50.271125"
346,1,1,25.19,"2022-06-29 21:14:47.506069","2022-07-23 22:11:50.288118"
347,1,1,25.25,"2022-07-02 16:51:08.687376","2022-07-23 22:11:50.298985"
348,1,1,26.78,"2022-07-23 10:47:01.276074","2022-07-23 22:11:50.308399"
349,1,1,27.12,"2022-07-20 20:27:02.471769","2022-07-23 22:11:50.321927"
350,1,1,25.64,"2022-06-30 22:20:28.782557","2022-07-23 22:11:50.332986"
351,1,1,25.02,"2022-06-26 18:47:36.318020","2022-07-23 22:11:50.345370"
352,1,1,27.86,"2022-07-16 10:00:30.412723","2022-07-23 22:11:50.365732"
353,1,1,26.84,"2022-07-09 15:36:45.000145","2022-07-23 22:11:50.378677"
354,1,1,27.74,"2022-06-30 15:49:31.100853","2022-07-23 22:11:50.391166"
355,1,1,27.83,"2022-07-20 05:39:30.124464","2022-07-23 22:11:50.402996"
356,1,1,25.95,"2022-07-01 19:59:04.331851","2022-07-23 22:11:50.417541"
357,1,1,27.71,"2022-07-13 02:57:19.869788","2022-07-23 22:11:50.434168"
358,1,1,25.98,"2022-07-10 15:07:01.925165","2022-07-23 22:11:50.444698"
359,1,1,26.85,"2022-07-19 21:56:36.898284","2022-07-23 22:11:50.454560"
360,1,1,25.12,"2022-07-18 18:25:27.249660","2022-07-23 22:11:50.462850"
361,1,1,27.13,"2022-07-22 19:29:31.100357","2022-07-23 22:11:50.470615"
362,1,1,26.9,"2022-06-30 13:53:29.092294","2022-07-23 22:11:50.485845"
363,1,1,25.59,"2022-07-18 11:30:07.555710","2022-07-23 22:11:50.497608"
364,1,1,27.02,"2022-07-14 20:57:43.937487","2022-07-23 22:11:50.507977"
365,1,1,27.14,"2022-07-13 21:43:07.736786","2022-07-23 22:11:50.517243"
366,1,1,27.97,"2022-07-12 22:55:28.714083","2022-07-23 22:11:50.526489"
367,1,1,27.66,"2022-07-12 09:28:52.851735","2022-07-23 22:11:50.534287"
368,1,1,26.47,"2022-06-30 23:42:58.699507","2022-07-23 22:11:50.544217"
369,1,1,26.8,"2022-07-15 03:45:22.048330","2022-07-23 22:11:50.560052"
370,1,1,26.28,"2022-07-11 20:06:42.199940","2022-07-23 22:11:50.574385"
371,1,1,27.39,"2022-07-05 15:15:18.711114","2022-07-23 22:11:50.588568"
372,1,1,26.01,"2022-07-19 23:27:57.681030","2022-07-23 22:11:50.598677"
373,1,1,27.22,"2022-07-02 12:13:43.607546","2022-07-23 22:11:50.606112"
374,1,1,27.45,"2022-07-10 20:25:35.221406","2022-07-23 22:11:50.620488"
375,1,1,26.02,"2022-07-06 22:22:08.377540","2022-07-23 22:11:50.638155"
376,1,1,26.14,"2022-07-03 14:55:44.072547","2022-07-23 22:11:50.651208"
377,1,1,25.75,"2022-06-30 19:49:24.600608","2022-07-23 22:11:50.661328"
378,1,1,26.29,"2022-06-27 22:18:02.824190","2022-07-23 22:11:50.670788"
379,1,1,26.98,"2022-07-10 02:10:27.710414","2022-07-23 22:11:50.679535"
380,1,1,27.26,"2022-07-16 10:32:01.049174","2022-07-23 22:11:50.697329"
381,1,1,26.13,"2022-06-28 00:20:09.248755","2022-07-23 22:11:50.708297"
382,1,1,26.45,"2022-07-17 21:16:31.434335","2022-07-23 22:11:50.718881"
383,1,1,25.37,"2022-06-24 17:29:26.166322","2022-07-23 22:11:50.728779"
384,1,1,27.98,"2022-07-22 07:46:37.497412","2022-07-23 22:11:50.736580"
385,1,1,27.96,"2022-06-26 14:09:25.146056","2022-07-23 22:11:50.753448"
386,1,1,26.28,"2022-06-30 01:02:40.105734","2022-07-23 22:11:50.764802"
387,1,1,27.34,"2022-07-11 12:16:36.130534","2022-07-23 22:11:50.774486"
388,1,1,27.22,"2022-07-17 15:32:03.162123","2022-07-23 22:11:50.784190"
389,1,1,26.78,"2022-07-11 02:52:53.432318","2022-07-23 22:11:50.790736"
390,1,1,26.25,"2022-07-14 05:52:00.187854","2022-07-23 22:11:50.798708"
391,1,1,25.86,"2022-06-23 23:50:34.638836","2022-07-23 22:11:50.811048"
392,1,1,25.62,"2022-06-25 17:42:21.096907","2022-07-23 22:11:50.823781"
393,1,1,26.27,"2022-06-28 11:59:00.147222","2022-07-23 22:11:50.835355"
394,1,1,26.46,"2022-06-29 16:02:56.336562","2022-07-23 22:11:50.847097"
395,1,1,27.72,"2022-07-16 22:06:09.185209","2022-07-23 22:11:50.856377"
396,1,1,26.53,"2022-07-07 13:23:04.917182","2022-07-23 22:11:50.864717"
397,1,1,25.65,"2022-07-14 08:31:14.074994","2022-07-23 22:11:50.879265"
398,1,1,25.23,"2022-07-18 16:24:51.686733","2022-07-23 22:11:50.894191"
399,1,1,25.2,"2022-07-02 02:18:28.238388","2022-07-23 22:11:50.904571"
400,1,1,26.74,"2022-07-13 16:27:05.106235","2022-07-23 22:11:50.914314"
401,1,1,25.08,"2022-07-23 02:09:39.859564","2022-07-23 22:11:50.923054"
402,1,1,26.67,"2022-06-26 01:43:16.446543","2022-07-23 22:11:50.936365"
403,1,1,26.51,"2022-07-23 12:23:33.377511","2022-07-23 22:11:50.948384"
404,1,1,26.69,"2022-06-24 04:22:29.741675","2022-07-23 22:11:50.958706"
405,1,1,25.19,"2022-07-16 16:28:35.177059","2022-07-23 22:11:50.967174"
406,1,1,26.6,"2022-07-14 09:16:18.517293","2022-07-23 22:11:50.976503"
407,1,1,25.91,"2022-06-26 13:10:07.789084","2022-07-23 22:11:50.983633"
408,1,1,25.24,"2022-07-21 16:40:03.030936","2022-07-23 22:11:50.991035"
409,1,1,25.1,"2022-07-04 19:09:10.021675","2022-07-23 22:11:51.002907"
410,1,1,27.82,"2022-07-15 02:16:05.249493","2022-07-23 22:11:51.015237"
411,1,1,27.57,"2022-07-16 13:51:16.150872","2022-07-23 22:11:51.031084"
412,1,1,25.65,"2022-07-07 22:47:42.315804","2022-07-23 22:11:51.046444"
413,1,1,26.51,"2022-07-18 14:43:05.716761","2022-07-23 22:11:51.060672"
414,1,1,26.01,"2022-07-23 20:09:05.767131","2022-07-23 22:11:51.073961"
415,1,1,26.86,"2022-07-07 02:59:38.812179","2022-07-23 22:11:51.092429"
416,1,1,26.31,"2022-06-25 23:12:01.593994","2022-07-23 22:11:51.109802"
417,1,1,27.96,"2022-06-26 15:00:50.378200","2022-07-23 22:11:51.120638"
418,1,1,25.7,"2022-07-14 16:40:39.975329","2022-07-23 22:11:51.130240"
419,1,1,25.27,"2022-07-10 20:35:12.118772","2022-07-23 22:11:51.141109"
420,1,1,27.99,"2022-07-19 20:51:13.407085","2022-07-23 22:11:51.152096"
421,1,1,27.92,"2022-07-17 05:04:26.971329","2022-07-23 22:11:51.169862"
422,1,1,25.86,"2022-07-23 06:01:35.804696","2022-07-23 22:11:51.180826"
423,1,1,25.81,"2022-07-23 00:26:51.879890","2022-07-23 22:11:51.191144"
424,1,1,26.72,"2022-07-17 14:23:36.926798","2022-07-23 22:11:51.202415"
425,1,1,25.28,"2022-06-25 23:24:52.755679","2022-07-23 22:11:51.210104"
426,1,1,27.0,"2022-07-10 18:39:12.284950","2022-07-23 22:11:51.221201"
427,1,1,27.39,"2022-06-25 19:43:23.385420","2022-07-23 22:11:51.237946"
428,1,1,25.11,"2022-06-28 09:55:49.001694","2022-07-23 22:11:51.253091"
429,1,1,27.5,"2022-06-28 12:36:41.465592","2022-07-23 22:11:51.269745"
430,1,1,25.03,"2022-06-28 07:08:54.092028","2022-07-23 22:11:51.280029"
431,1,1,26.35,"2022-06-30 02:12:57.753194","2022-07-23 22:11:51.288180"
432,1,1,27.48,"2022-07-21 00:10:36.535039","2022-07-23 22:11:51.301666"
433,1,1,26.37,"2022-07-16 07:20:49.915427","2022-07-23 22:11:51.310021"
434,1,1,25.53,"2022-06-26 12:11:49.817201","2022-07-23 22:11:51.319671"
435,1,1,26.15,"2022-07-07 21:05:44.691185","2022-07-23 22:11:51.329350"
436,1,1,27.36,"2022-07-13 06:34:11.096402","2022-07-23 22:11:51.338961"
437,1,1,27.0,"2022-06-28 14:14:22.319151","2022-07-23 22:11:51.351795"
438,1,1,27.84,"2022-07-04 04:04:58.701830","2022-07-23 22:11:51.362264"
439,1,1,27.93,"2022-07-01 16:14:55.136305","2022-07-23 22:11:51.372435"
440,1,1,26.99,"2022-07-12 23:35:49.298651","2022-07-23 22:11:51.384870"
441,1,1,27.21,"2022-07-17 03:47:52.634398","2022-07-23 22:11:51.393449"
442,1,1,26.74,"2022-06-26 21:35:21.735506","2022-07-23 22:11:51.405056"
443,1,1,27.92,"2022-07-05 17:54:22.768754","2022-07-23 22:11:51.415092"
444,1,1,27.09,"2022-07-03 16:20:35.021916","2022-07-23 22:11:51.423576"
445,1,1,25.95,"2022-07-10 11:16:59.256627","2022-07-23 22:11:51.434433"
446,1,1,25.72,"2022-07-19 14:46:29.706098","2022-07-23 22:11:51.461189"
447,1,1,27.02,"2022-07-14 07:37:15.921536","2022-07-23 22:11:51.480986"
448,1,1,27.94,"2022-07-16 12:19:45.022447","2022-07-23 22:11:51.498134"
449,1,1,25.25,"2022-07-07 04:33:12.770969","2022-07-23 22:11:51.507225"
450,1,1,25.06,"2022-06-25 19:59:29.393486","2022-07-23 22:11:51.518071"
451,1,1,25.74,"2022-07-21 20:06:35.581433","2022-07-23 22:11:51.527183"
452,1,1,27.43,"2022-06-24 11:13:45.451060","2022-07-23 22:11:51.533378"
453,1,1,25.28,"2022-07-04 15:45:56.146197","2022-07-23 22:11:51.542256"
454,1,1,26.33,"2022-07-08 11:33:10.094997","2022-07-23 22:11:51.553030"
455,1,1,25.59,"2022-06-27 06:32:28.801777","2022-07-23 22:11:51.565543"
456,1,1,27.52,"2022-07-04 15:34:37.326027","2022-07-23 22:11:51.579696"
457,1,1,25.44,"2022-07-19 17:21:45.890758","2022-07-23 22:11:51.590339"
458,1,1,27.23,"2022-06-26 12:55:05.158215","2022-07-23 22:11:51.599728"
459,1,1,27.79,"2022-06-26 22:15:04.881519","2022-07-23 22:11:51.611813"
460,1,1,25.96,"2022-07-09 21:12:42.866001","2022-07-23 22:11:51.626857"
461,1,1,26.88,"2022-07-21 23:43:51.377062","2022-07-23 22:11:51.637312"
462,1,1,26.69,"2022-06-26 10:13:34.450507","2022-07-23 22:11:51.647337"
463,1,1,27.59,"2022-07-05 01:24:47.357274","2022-07-23 22:11:51.656862"
464,1,1,25.39,"2022-07-12 14:33:33.755206","2022-07-23 22:11:51.662838"
465,1,1,25.64,"2022-07-14 05:07:46.073431","2022-07-23 22:11:51.668752"
466,1,1,27.8,"2022-07-15 00:26:38.960641","2022-07-23 22:11:51.677975"
467,1,1,27.66,"2022-07-23 09:49:54.216153","2022-07-23 22:11:51.688237"
468,1,1,26.94,"2022-07-04 13:53:00.278170","2022-07-23 22:11:51.695407"
469,1,1,25.6,"2022-07-08 08:28:02.527249","2022-07-23 22:11:51.704442"
470,1,1,25.51,"2022-07-02 11:16:48.000195","2022-07-23 22:11:51.721268"
471,1,1,26.33,"2022-07-12 19:45:05.656654","2022-07-23 22:11:51.734412"
472,1,1,27.28,"2022-06-28 06:30:16.298628","2022-07-23 22:11:51.741315"
473,1,1,25.56,"2022-07-04 08:04:52.463267","2022-07-23 22:11:51.747778"
474,1,1,27.99,"2022-07-05 06:09:03.553621","2022-07-23 22:11:51.758740"
475,1,1,27.88,"2022-07-19 16:23:48.376277","2022-07-23 22:11:51.770305"
476,1,1,26.96,"2022-06-27 22:38:40.680218","2022-07-23 22:11:51.783664"
477,1,1,26.2,"2022-07-18 15:37:03.678453","2022-07-23 22:11:51.794662"
478,1,1,26.67,"2022-07-12 09:01:40.121413","2022-07-23 22:11:51.809176"
479,1,1,25.94,"2022-07-16 22:54:37.990319","2022-07-23 22:11:51.826492"
480,1,1,25.68,"2022-07-18 01:42:40.413294","2022-07-23 22:11:51.842349"
481,1,1,25.19,"2022-07-20 02:55:40.079589","2022-07-23 22:11:51.852639"
482,1,1,27.52,"2022-07-13 12:42:37.086255","2022-07-23 22:11:51.865561"
483,1,1,25.22,"2022-07-03 15:09:30.183056","2022-07-23 22:11:51.877672"
484,1,1,25.64,"2022-07-15 12:31:05.573260","2022-07-23 22:11:51.896089"
485,1,1,25.83,"2022-06-30 08:59:00.723298","2022-07-23 22:11:51.910512"
486,1,1,27.74,"2022-07-07 03:31:13.858649","2022-07-23 22:11:51.925497"
487,1,1,25.21,"2022-06-25 06:37:38.041321","2022-07-23 22:11:51.937541"
488,1,1,26.59,"2022-07-05 16:19:31.087301","2022-07-23 22:11:51.946270"
489,1,1,26.73,"2022-07-21 03:03:32.510832","2022-07-23 22:11:51.957767"
490,1,1,27.19,"2022-06-29 22:15:02.529109","2022-07-23 22:11:51.965567"
491,1,1,25.73,"2022-07-07 07:46:48.831331","2022-07-23 22:11:51.972919"
492,1,1,26.55,"2022-07-03 05:30:53.253216","2022-07-23 22:11:51.984975"
493,1,1,27.39,"2022-06-24 20:57:51.616666","2022-07-23 22:11:51.993813"
494,1,1,26.21,"2022-07-09 19:47:18.246596","2022-07-23 22:11:52.004203"
495,1,1,27.7,"2022-07-15 01:37:36.123693","2022-07-23 22:11:52.016111"
496,1,1,27.66,"2022-07-17 07:02:17.814487","2022-07-23 22:11:52.027807"
497,1,1,27.13,"2022-06-27 07:53:37.025746","2022-07-23 22:11:52.038096"
498,1,1,27.56,"2022-07-13 06:20:06.747300","2022-07-23 22:11:52.045851"
499,1,1,27.5,"2022-06-29 07:16:43.039595","2022-07-23 22:11:52.052381"
500,1,1,25.11,"2022-07-21 21:36:42.544323","2022-07-23 22:11:52.062270"
501,1,1,26.78,"2022-07-04 16:12:12.033580","2022-07-23 22:11:52.074451"
502,1,1,27.75,"2022-07-22 17:14:39.523069","2022-07-23 22:11:52.083407"
503,1,1,25.98,"2022-07-19 04:59:23.363719","2022-07-23 22:11:52.096094"
504,1,1,27.08,"2022-07-13 18:28:04.148631","2022-07-23 22:11:52.107503"
505,1,1,25.21,"2022-06-26 22:42:41.744282","2022-07-23 22:11:52.116785"
506,1,1,27.96,"2022-07-07 00:02:17.784216","2022-07-23 22:11:52.126632"
507,1,1,26.67,"2022-06-30 10:41:39.191201","2022-07-23 22:11:52.135216"
508,1,1,25.48,"2022-06-27 04:41:35.467802","2022-07-23 22:11:52.142572"
509,1,1,25.11,"2022-07-19 10:12:18.818746","2022-07-23 22:11:52.150259"
510,1,1,25.83,"2022-07-20 04:15:29.943159","2022-07-23 22:11:52.157182"
511,1,1,26.82,"2022-06-26 17:53:20.949513","2022-07-23 22:11:52.163193"
512,1,1,26.13,"2022-07-11 12:12:07.841164","2022-07-23 22:11:52.174292"
513,1,1,25.94,"2022-07-19 14:50:41.616709","2022-07-23 22:11:52.183539"
514,1,1,27.1,"2022-07-02 22:44:36.416697","2022-07-23 22:11:52.197125"
515,1,1,27.09,"2022-07-07 00:28:30.783094","2022-07-23 22:11:52.209412"
516,1,1,25.58,"2022-06-26 13:24:24.726107","2022-07-23 22:11:52.218490"
517,1,1,27.7,"2022-06-26 07:31:07.348721","2022-07-23 22:11:52.226824"
518,1,1,25.61,"2022-06-24 23:51:24.497847","2022-07-23 22:11:52.238674"
519,1,1,25.83,"2022-07-02 21:20:52.461931","2022-07-23 22:11:52.259550"
520,1,1,25.87,"2022-07-04 10:25:22.045333","2022-07-23 22:11:52.268372"
521,1,1,25.99,"2022-07-11 00:57:28.975534","2022-07-23 22:11:52.276897"
522,1,1,25.23,"2022-06-24 20:02:06.311450","2022-07-23 22:11:52.284097"
523,1,1,25.03,"2022-06-30 19:25:22.223052","2022-07-23 22:11:52.291653"
524,1,1,25.67,"2022-07-22 21:50:50.974484","2022-07-23 22:11:52.298530"
525,1,1,27.97,"2022-06-26 01:22:36.400371","2022-07-23 22:11:52.310633"
526,1,1,26.93,"2022-07-01 01:05:35.858113","2022-07-23 22:11:52.320607"
527,1,1,26.65,"2022-07-19 09:30:10.097259","2022-07-23 22:11:52.330014"
528,1,1,27.44,"2022-07-04 18:34:06.753574","2022-07-23 22:11:52.338397"
529,1,1,27.87,"2022-06-27 18:01:41.492397","2022-07-23 22:11:52.347225"
530,1,1,27.97,"2022-07-13 21:26:24.470188","2022-07-23 22:11:52.354666"
531,1,1,25.99,"2022-07-08 02:57:18.775931","2022-07-23 22:11:52.362821"
532,1,1,26.04,"2022-06-30 12:42:56.608183","2022-07-23 22:11:52.369895"
533,1,1,27.73,"2022-07-13 22:14:10.789480","2022-07-23 22:11:52.376831"
534,1,1,26.85,"2022-07-15 10:44:13.391730","2022-07-23 22:11:52.387969"
535,1,1,26.4,"2022-07-05 08:51:16.587382","2022-07-23 22:11:52.395487"
536,1,1,27.48,"2022-07-18 12:44:36.304658","2022-07-23 22:11:52.403575"
537,1,1,27.81,"2022-07-09 03:36:23.034005","2022-07-23 22:11:52.410966"
538,1,1,25.27,"2022-07-12 06:46:55.652840","2022-07-23 22:11:52.418974"
539,1,1,25.39,"2022-07-12 12:35:27.046001","2022-07-23 22:11:52.426101"
540,1,1,27.12,"2022-07-20 17:59:09.206843","2022-07-23 22:11:52.434306"
541,1,1,26.73,"2022-07-20 23:13:25.225614","2022-07-23 22:11:52.444615"
542,1,1,27.29,"2022-06-25 14:56:55.252745","2022-07-23 22:11:52.456403"
543,1,1,26.89,"2022-07-02 23:12:10.475024","2022-07-23 22:11:52.465462"
544,1,1,26.04,"2022-07-07 18:08:26.224083","2022-07-23 22:11:52.475010"
545,1,1,26.63,"2022-07-15 08:51:05.019561","2022-07-23 22:11:52.482040"
546,1,1,26.07,"2022-07-09 23:09:02.526423","2022-07-23 22:11:52.488783"
547,1,1,27.02,"2022-07-06 19:16:30.169834","2022-07-23 22:11:52.496250"
548,1,1,25.68,"2022-06-25 16:48:24.459647","2022-07-23 22:11:52.502416"
549,1,1,27.89,"2022-07-15 20:25:04.650080","2022-07-23 22:11:52.509198"
550,1,1,25.76,"2022-06-30 12:53:56.367551","2022-07-23 22:11:52.519321"
551,1,1,27.18,"2022-07-06 22:35:59.967818","2022-07-23 22:11:52.527883"
552,1,1,27.4,"2022-07-15 07:37:20.574635","2022-07-23 22:11:52.540868"
553,1,1,27.55,"2022-07-04 14:45:09.613859","2022-07-23 22:11:52.549643"
554,1,1,26.69,"2022-07-17 09:00:06.130283","2022-07-23 22:11:52.560411"
555,1,1,27.57,"2022-06-30 19:02:40.881962","2022-07-23 22:11:52.568467"
556,1,1,26.27,"2022-06-30 01:45:13.503994","2022-07-23 22:11:52.577968"
557,1,1,25.44,"2022-07-10 04:12:35.273719","2022-07-23 22:11:52.585168"
558,1,1,27.77,"2022-07-02 16:20:38.240166","2022-07-23 22:11:52.592745"
559,1,1,26.15,"2022-07-10 19:58:38.373751","2022-07-23 22:11:52.599236"
560,1,1,25.52,"2022-07-11 07:02:18.601290","2022-07-23 22:11:52.605952"
561,1,1,25.06,"2022-06-28 13:54:35.687251","2022-07-23 22:11:52.616580"
562,1,1,26.95,"2022-07-18 22:43:42.884253","2022-07-23 22:11:52.624624"
563,1,1,25.09,"2022-07-04 23:06:19.532522","2022-07-23 22:11:52.639685"
564,1,1,25.88,"2022-07-07 09:49:18.976318","2022-07-23 22:11:52.649975"
565,1,1,27.82,"2022-07-01 21:57:16.790213","2022-07-23 22:11:52.660460"
566,1,1,25.17,"2022-07-07 10:32:04.796109","2022-07-23 22:11:52.668411"
567,1,1,27.33,"2022-07-17 05:35:44.006992","2022-07-23 22:11:52.677686"
568,1,1,25.01,"2022-06-24 23:48:32.568487","2022-07-23 22:11:52.685759"
569,1,1,25.44,"2022-07-06 14:25:13.220168","2022-07-23 22:11:52.693230"
570,1,1,25.9,"2022-07-23 16:15:41.652277","2022-07-23 22:11:52.699723"
571,1,1,26.51,"2022-06-29 14:20:00.348072","2022-07-23 22:11:52.708049"
572,1,1,25.29,"2022-07-11 23:21:08.512715","2022-07-23 22:11:52.717869"
573,1,1,26.11,"2022-07-01 04:27:28.191820","2022-07-23 22:11:52.725523"
574,1,1,26.14,"2022-07-15 03:32:08.543195","2022-07-23 22:11:52.737275"
575,1,1,26.5,"2022-06-27 15:09:20.936914","2022-07-23 22:11:52.747685"
576,1,1,25.61,"2022-07-06 21:28:31.682395","2022-07-23 22:11:52.757238"
577,1,1,25.77,"2022-06-30 09:33:04.681398","2022-07-23 22:11:52.765949"
578,1,1,27.49,"2022-06-24 22:55:09.393002","2022-07-23 22:11:52.773441"
579,1,1,26.7,"2022-06-28 05:30:05.062571","2022-07-23 22:11:52.779955"
580,1,1,26.75,"2022-07-02 15:13:30.211956","2022-07-23 22:11:52.787476"
581,1,1,27.32,"2022-07-17 03:51:26.054117","2022-07-23 22:11:52.800767"
582,1,1,25.79,"2022-07-09 02:06:31.507184","2022-07-23 22:11:52.809492"
583,1,1,26.77,"2022-06-29 09:51:23.240636","2022-07-23 22:11:52.817191"
584,1,1,26.36,"2022-07-20 19:16:44.893102","2022-07-23 22:11:52.825377"
585,1,1,27.3,"2022-07-18 12:59:59.842846","2022-07-23 22:11:52.831775"
586,1,1,26.08,"2022-07-10 01:48:13.652247","2022-07-23 22:11:52.838317"
587,1,1,26.56,"2022-07-12 05:06:49.071688","2022-07-23 22:11:52.845645"
588,1,1,25.87,"2022-07-15 13:00:15.479313","2022-07-23 22:11:52.852589"
589,1,1,27.88,"2022-07-12 03:36:33.787322","2022-07-23 22:11:52.858937"
590,1,1,26.11,"2022-07-09 11:21:41.083035","2022-07-23 22:11:52.870655"
591,1,1,27.73,"2022-07-05 10:47:13.698774","2022-07-23 22:11:52.880512"
592,1,1,27.21,"2022-07-19 14:22:39.815713","2022-07-23 22:11:52.888642"
593,1,1,27.85,"2022-07-16 09:13:37.575097","2022-07-23 22:11:52.895103"
594,1,1,27.82,"2022-06-29 13:40:13.057788","2022-07-23 22:11:52.902947"
595,1,1,27.63,"2022-07-11 13:27:54.320727","2022-07-23 22:11:52.909691"
596,1,1,27.41,"2022-07-07 13:24:12.378979","2022-07-23 22:11:52.917081"
597,1,1,27.87,"2022-07-09 15:02:23.515758","2022-07-23 22:11:52.923620"
598,1,1,26.18,"2022-07-02 13:39:01.102487","2022-07-23 22:11:52.930196"
599,1,1,25.81,"2022-07-21 21:44:41.948969","2022-07-23 22:11:52.943385"
600,1,1,27.39,"2022-07-19 17:32:51.545155","2022-07-23 22:11:52.951646"
601,1,1,25.22,"2022-07-14 01:07:38.136860","2022-07-23 22:11:52.964117"
602,1,1,26.88,"2022-06-25 01:11:17.892581","2022-07-23 22:11:52.974812"
603,1,1,27.85,"2022-06-30 08:08:14.021599","2022-07-23 22:11:52.988001"
604,1,1,25.41,"2022-06-28 01:49:25.691999","2022-07-23 22:11:53.000485"
605,1,1,27.79,"2022-06-30 11:33:20.705378","2022-07-23 22:11:53.008128"
606,1,1,25.76,"2022-06-24 07:14:57.676274","2022-07-23 22:11:53.015764"
607,1,1,25.24,"2022-06-24 13:02:04.354394","2022-07-23 22:11:53.023154"
608,1,1,27.97,"2022-07-16 14:23:43.944824","2022-07-23 22:11:53.029875"
609,1,1,27.79,"2022-07-04 06:24:38.929154","2022-07-23 22:11:53.040792"
610,1,1,26.58,"2022-07-21 04:00:02.506649","2022-07-23 22:11:53.049939"
611,1,1,26.16,"2022-06-28 22:31:01.123719","2022-07-23 22:11:53.064089"
612,1,1,26.77,"2022-07-05 09:43:09.017069","2022-07-23 22:11:53.073984"
613,1,1,25.38,"2022-06-26 07:00:08.280072","2022-07-23 22:11:53.082701"
614,1,1,26.69,"2022-06-28 01:10:23.019029","2022-07-23 22:11:53.090246"
615,1,1,25.51,"2022-06-26 00:50:53.831345","2022-07-23 22:11:53.097741"
616,1,1,26.76,"2022-06-27 21:39:24.521155","2022-07-23 22:11:53.107975"
617,1,1,27.94,"2022-07-20 17:14:06.082075","2022-07-23 22:11:53.116532"
618,1,1,25.31,"2022-06-27 03:32:37.995944","2022-07-23 22:11:53.125017"
619,1,1,26.66,"2022-07-18 19:30:24.985379","2022-07-23 22:11:53.135695"
620,1,1,25.79,"2022-07-20 23:52:47.644918","2022-07-23 22:11:53.144281"
621,1,1,26.37,"2022-06-30 21:08:00.419299","2022-07-23 22:11:53.157146"
622,1,1,27.51,"2022-07-03 01:52:26.069322","2022-07-23 22:11:53.168051"
623,1,1,27.06,"2022-07-16 04:52:43.767451","2022-07-23 22:11:53.177318"
624,1,1,25.78,"2022-06-25 08:44:20.848005","2022-07-23 22:11:53.186034"
625,1,1,26.07,"2022-07-08 03:01:17.924124","2022-07-23 22:11:53.196671"
626,1,1,26.32,"2022-07-10 00:49:40.333977","2022-07-23 22:11:53.204765"
627,1,1,26.85,"2022-07-19 22:35:54.224820","2022-07-23 22:11:53.212355"
628,1,1,27.8,"2022-07-13 06:48:04.084565","2022-07-23 22:11:53.223110"
629,1,1,27.68,"2022-06-29 10:36:20.856147","2022-07-23 22:11:53.231931"
630,1,1,25.02,"2022-07-23 20:03:31.157500","2022-07-23 22:11:53.240127"
631,1,1,25.44,"2022-07-08 05:28:53.068416","2022-07-23 22:11:53.256511"
632,1,1,26.0,"2022-07-02 18:58:51.716996","2022-07-23 22:11:53.264195"
633,1,1,27.31,"2022-06-30 22:02:05.636478","2022-07-23 22:11:53.271822"
634,1,1,27.63,"2022-07-02 05:35:02.578939","2022-07-23 22:11:53.278452"
